,file_path,time,date,repeat
0,./unknown_faces/db13a86f-b001-4fa3-91d2-2b3d92157370.jpg,17:58:19,2022-11-18,False
1,./unknown_faces/d1cd6db9-a7c0-4ebb-b48e-b35f798c69fb.jpg,17:58:20,2022-11-18,False
2,./unknown_faces/03d65536-02a1-4791-9188-966e10ab4676.jpg,17:58:21,2022-11-18,False
3,./unknown_faces/0e0c3102-ac26-4af9-9d82-9c7448d72c53.jpg,17:58:45,2022-11-18,True
4,./unknown_faces/d7dbd5e0-8db3-424d-902b-df296cea64ed.jpg,17:58:45,2022-11-18,True
5,./unknown_faces/b217d864-8763-4cbc-8df6-e49dc62adc19.jpg,17:58:46,2022-11-18,True
